id,name,from_node_id,to_node_id,length,lanes,dir_flag,free_speed,capacity,link_type,link_type_name,geometry,allowed_uses,from_biway,is_link
1500138,bus_access_link,1500138,3899,0.012596642759578764,1,0,2.72727,0,-1,,"LINESTRING (-79.93654600000001 37.271722, -79.93677 37.27176)",t,-1,True
1500139,bus_access_link,1500139,4033,0.01210323747781374,1,0,2.72727,0,-1,,"LINESTRING (-79.93330300000001 37.272456, -79.93309000000001 37.2725)",t,-1,True
1500140,bus_access_link,1500140,4089,0.001643789338399455,1,0,2.72727,0,-1,,"LINESTRING (-79.930702 37.273059, -79.93071999999999 37.27304)",t,-1,True
1500141,bus_access_link,1500141,4164,0.030159802021896217,1,0,2.72727,0,-1,,"LINESTRING (-79.92739 37.274446, -79.92793 37.27437)",t,-1,True
1500142,bus_access_link,1500142,21,0.07156120421732094,1,0,2.72727,0,-1,,"LINESTRING (-79.90688 37.282214, -79.90782 37.28293)",t,-1,True
1500143,bus_access_link,1500143,21,0.07655573694509375,1,0,2.72727,0,-1,,"LINESTRING (-79.908905 37.282236, -79.90782 37.28293)",t,-1,True
1500144,bus_access_link,1500144,4711,0.2219480863589611,1,0,2.72727,0,-1,,"LINESTRING (-79.90451800000001 37.283711, -79.90298 37.28668)",t,-1,True
1500145,bus_access_link,1500145,4743,0.018848052031054312,1,0,2.72727,0,-1,,"LINESTRING (-79.901647 37.285469, -79.90138 37.28564)",t,-1,True
1500146,bus_access_link,1500146,4592,0.017621058275718967,1,0,2.72727,0,-1,,"LINESTRING (-79.908373 37.288967, -79.90807 37.28905)",t,-1,True
1500147,bus_access_link,1500147,4731,0.018300658448644865,1,0,2.72727,0,-1,,"LINESTRING (-79.902405 37.286173, -79.90208 37.28623)",t,-1,True
1500148,bus_access_link,1500148,4561,0.021417601393854634,1,0,2.72727,0,-1,,"LINESTRING (-79.909723 37.290183, -79.90967000000001 37.29049)",t,-1,True
1500149,bus_access_link,1500149,4765,0.0385717682115747,1,0,2.72727,0,-1,,"LINESTRING (-79.89928 37.296797, -79.89976 37.29639)",t,-1,True
1500150,bus_access_link,1500150,4838,0.054048654979199785,1,0,2.72727,0,-1,,"LINESTRING (-79.894222 37.300881, -79.89359 37.30148)",t,-1,True
1500151,bus_access_link,1500151,4742,0.012073568752484741,1,0,2.72727,0,-1,,"LINESTRING (-79.901618 37.295344, -79.90141 37.2954)",t,-1,True
1500152,bus_access_link,1500152,4600,0.009005725170535933,1,0,2.72727,0,-1,,"LINESTRING (-79.90770500000001 37.29189, -79.9076 37.29179)",t,-1,True
1500153,bus_access_link,1500153,4535,0.009141953635170506,1,0,2.72727,0,-1,,"LINESTRING (-79.910854 37.278603, -79.91101999999999 37.27861)",t,-1,True
1500154,bus_access_link,1500154,4319,0.009949206663157621,1,0,2.72727,0,-1,,"LINESTRING (-79.921796 37.27695499999999, -79.92165 37.27704)",t,-1,True
1500155,bus_access_link,1500155,4396,0.00369075079283746,1,0,2.72727,0,-1,,"LINESTRING (-79.918447 37.277503, -79.91838 37.2775)",t,-1,True
1500156,bus_access_link,1500156,4428,0.004185036896284339,1,0,2.72727,0,-1,,"LINESTRING (-79.915374 37.277503, -79.91545000000001 37.2775)",t,-1,True
1500157,bus_access_link,1500157,4864,0.004927129623341072,1,0,2.72727,0,-1,,"LINESTRING (-79.891918 37.30403099999999, -79.89191 37.30396)",t,-1,True
1500158,bus_access_link,1500158,89,0.02576169701963544,1,0,2.72727,0,-1,,"LINESTRING (-79.94695560118871 37.27265807519159, -79.94654 37.27283)",t,-1,True
1500159,bus_access_link,1500159,3341,0.010504193499356518,1,0,2.72727,0,-1,,"LINESTRING (-79.953841 37.284358, -79.95365 37.28436)",t,-1,True
1500160,bus_access_link,1500160,2685,0.014146811497720466,1,0,2.72727,0,-1,,"LINESTRING (-79.976737 37.30045, -79.97651999999999 37.30056)",t,-1,True
1500161,bus_access_link,1500161,2758,0.01571535354300589,1,0,2.72727,0,-1,,"LINESTRING (-79.973517 37.29853199999999, -79.97329999999999 37.29868)",t,-1,True
1500162,bus_access_link,1500162,2182,0.07751971488109209,1,0,2.72727,0,-1,,"LINESTRING (-80.00357100000001 37.315056, -80.00479 37.31562)",t,-1,True
1500163,bus_access_link,1500163,2621,0.016661336623364276,1,0,2.72727,0,-1,,"LINESTRING (-79.980374 37.301967, -79.98009999999999 37.30207)",t,-1,True
1500164,bus_access_link,1500164,2564,0.01658141613007803,1,0,2.72727,0,-1,,"LINESTRING (-79.982522 37.302902, -79.98256000000001 37.30314)",t,-1,True
1500165,bus_access_link,1500165,2544,0.014129078718678214,1,0,2.72727,0,-1,,"LINESTRING (-79.984132 37.303707, -79.98390999999999 37.30381)",t,-1,True
